car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti Swift Dzire,Maruti,Swift Dzire,4,28603,Trustmark Dealer,Petrol,Manual,22,1197,81.8,5,565000
BMW 3,BMW,3,10,70000,Dealer,Diesel,Automatic,16.07,1995,181,4,690000
Maruti Celerio,Maruti,Celerio,7,55000,Dealer,Petrol,Automatic,23.1,998,67.04,5,425000
Mahindra XUV500,Mahindra,XUV500,3,39000,Dealer,Diesel,Manual,15.1,2179,152.87,7,1775000
Maruti Alto,Maruti,Alto,6,100000,Dealer,Petrol,Manual,22.74,796,47.3,5,250000
Honda City,Honda,City,3,11400,Individual,Petrol,Automatic,18,1497,117.6,5,1075000
Audi A4,Audi,A4,10,68000,Dealer,Petrol,Automatic,10.8,1984,132,5,1350000
Honda Civic,Honda,Civic,13,80000,Individual,Petrol,Automatic,12.9,1799,130,5,210000
Maruti Swift Dzire,Maruti,Swift Dzire,12,40000,Individual,Petrol,Manual,17.5,1298,85.8,5,370000
Honda Amaze,Honda,Amaze,3,40000,Individual,Petrol,Manual,17.8,1198,86.7,5,610000
Mini Cooper,Mini,Cooper,6,70000,Dealer,Diesel,Automatic,16.6,1998,112,5,1550000
Maruti Swift Dzire,Maruti,Swift Dzire,5,100000,Individual,Diesel,Manual,26.59,1248,74,5,650000
Hyundai i20,Hyundai,i20,4,52896,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,555000
Hyundai Grand,Hyundai,Grand,8,70000,Dealer,Diesel,Manual,24,1120,70,5,290000
Maruti Celerio,Maruti,Celerio,4,68000,Dealer,CNG,Manual,30.47,998,58.33,5,475000
Toyota Innova,Toyota,Innova,12,89300,Dealer,Diesel,Manual,12.8,2494,102,7,395000
Maruti Swift Dzire,Maruti,Swift Dzire,7,81000,Dealer,Diesel,Manual,28.4,1248,74.02,5,439000
Volkswagen Vento,Volkswagen,Vento,6,55000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,599000
Hyundai Venue,Hyundai,Venue,1,7066,Dealer,Petrol,Automatic,18.15,998,118.35,5,1185000
Maruti Wagon R,Maruti,Wagon R,9,60000,Individual,Petrol,Manual,18.9,998,67.1,5,300000
Honda WR-V,Honda,WR-V,3,18823,Trustmark Dealer,Petrol,Manual,17.5,1199,88.7,5,840000
Hyundai Grand,Hyundai,Grand,7,12000,Dealer,Petrol,Manual,18.9,1197,82,5,465000
Honda Jazz,Honda,Jazz,5,39540,Dealer,Petrol,Manual,18.7,1199,88.7,5,562000
Maruti Celerio,Maruti,Celerio,6,51127,Dealer,Petrol,Automatic,23.1,998,67.04,5,475000
Volkswagen Polo,Volkswagen,Polo,5,32967,Dealer,Petrol,Manual,16.2,1199,74,5,675000
Renault Duster,Renault,Duster,2,19444,Dealer,Petrol,Automatic,13.9,1498,105,5,1140000
Ford Figo,Ford,Figo,6,60217,Dealer,Diesel,Manual,25.83,1498,99,5,540000
Tata Harrier,Tata,Harrier,2,15000,Individual,Diesel,Manual,17,1956,138.1,5,1750000
Maruti Wagon R,Maruti,Wagon R,13,67000,Dealer,Petrol,Manual,14,1061,64,5,145000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,72000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1275000
Hyundai i20,Hyundai,i20,5,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,565000
BMW 7,BMW,7,9,36000,Dealer,Diesel,Automatic,17.66,2993,261.49,4,2300000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,1325000,Dealer,Diesel,Automatic,11.5,2987,210,5,1350000
Toyota Fortuner,Toyota,Fortuner,4,44510,Dealer,Diesel,Manual,14.24,2755,174.5,7,2975000
Hyundai Grand,Hyundai,Grand,7,38956,Dealer,Petrol,Manual,18.9,1197,82,5,435000
Maruti Ciaz,Maruti,Ciaz,6,39000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,675000
Honda Amaze,Honda,Amaze,8,28000,Individual,Petrol,Manual,18,1198,86.7,5,350000
Maruti Wagon R,Maruti,Wagon R,8,33000,Dealer,Petrol,Manual,18.9,998,67.1,5,313000
Honda City,Honda,City,5,48200,Dealer,Petrol,Automatic,18,1497,117.3,5,825000
Maruti Alto,Maruti,Alto,5,40000,Individual,Petrol,Manual,22.74,796,47.3,5,265000
Toyota Innova,Toyota,Innova,12,160000,Dealer,Diesel,Manual,12.99,2494,100.6,7,560000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6,37000,Dealer,Diesel,Automatic,14.84,2143,170,5,2399000
Maruti Swift Dzire,Maruti,Swift Dzire,7,93000,Individual,Diesel,Manual,23.4,1248,74,5,520000
Ford Aspire,Ford,Aspire,2,5837,Dealer,Diesel,Manual,25.83,1498,99,5,845000
Maruti Swift,Maruti,Swift,10,83000,Dealer,Diesel,Manual,22.9,1248,74,5,349000
Maruti Alto,Maruti,Alto,18,90000,Individual,Petrol,Manual,19.7,796,46.3,5,75000
Hyundai i20,Hyundai,i20,10,78000,Dealer,Diesel,Manual,23,1396,90,5,325000
Ford Figo,Ford,Figo,5,61304,Dealer,Petrol,Manual,18.16,1196,86.8,5,340000
Maruti Swift Dzire,Maruti,Swift Dzire,2,22000,Dealer,Diesel,Manual,28.4,1248,74.02,5,925000
Maruti Alto,Maruti,Alto,3,40000,Individual,Petrol,Manual,24.7,796,47.3,5,295000
Hyundai i10,Hyundai,i10,12,95721,Dealer,Petrol,Manual,20.36,1197,78.9,5,300000
Maruti Swift Dzire,Maruti,Swift Dzire,10,76000,Individual,Diesel,Manual,19.3,1248,73.9,5,385000
Hyundai i20,Hyundai,i20,7,37000,Dealer,Petrol,Manual,18.5,1197,82.9,5,425000
Hyundai i20,Hyundai,i20,9,50000,Dealer,Petrol,Manual,17,1197,80,5,395000
Honda Jazz,Honda,Jazz,6,31700,Dealer,Petrol,Automatic,19,1199,88.7,5,610000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,3,25000,Individual,Diesel,Automatic,16.1,1950,191.7,5,5000000
Mahindra Scorpio,Mahindra,Scorpio,4,22500,Individual,Diesel,Manual,16.36,2179,140,7,1465000
Maruti Swift Dzire,Maruti,Swift Dzire,3,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
Honda Jazz,Honda,Jazz,6,63000,Dealer,Petrol,Manual,18.7,1199,88.7,5,485000
Maruti Wagon R,Maruti,Wagon R,10,12000,Dealer,Petrol,Manual,21.5,1197,81.8,5,290000
Hyundai Verna,Hyundai,Verna,10,66600,Dealer,Diesel,Automatic,19.08,1582,126.2,5,435000
Maruti Swift Dzire,Maruti,Swift Dzire,3,28229,Dealer,Diesel,Automatic,28.4,1248,74.02,5,799000
Hyundai Verna,Hyundai,Verna,14,34000,Dealer,Petrol,Manual,13.9,1599,103.2,5,200000
Maruti Swift Dzire,Maruti,Swift Dzire,6,68393,Dealer,Diesel,Manual,26.59,1248,74,5,650000
Maruti Ciaz,Maruti,Ciaz,6,42000,Dealer,Petrol,Manual,20.73,1373,91.1,5,550000
Honda City,Honda,City,3,43181,Dealer,Diesel,Manual,25.6,1498,97.9,5,1225000
Maruti Ciaz,Maruti,Ciaz,4,21000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,795000
Maruti Ignis,Maruti,Ignis,3,10000,Individual,Petrol,Manual,20.89,1197,81.8,5,470000
Maruti Celerio,Maruti,Celerio,5,20000,Dealer,Petrol,Automatic,23.1,998,67.04,5,470000
Maruti Eeco,Maruti,Eeco,2,4000,Individual,Petrol,Manual,15.37,1196,73,5,420000
Honda City,Honda,City,4,74000,Dealer,Petrol,Manual,16.8,1497,116.3,5,850000
Audi A6,Audi,A6,5,45000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,2600000
Hyundai Verna,Hyundai,Verna,8,60000,Individual,Diesel,Manual,22.32,1582,126.3,5,475000
Volkswagen Polo,Volkswagen,Polo,2,9000,Dealer,Petrol,Manual,18.78,999,75,5,649000
Toyota Innova,Toyota,Innova,9,180000,Individual,Diesel,Manual,12.8,2494,102,7,775000
Jeep Compass,Jeep,Compass,4,42000,Dealer,Diesel,Manual,17.1,1956,170,5,1790000
Maruti Alto,Maruti,Alto,4,2700,Dealer,Petrol,Manual,23.95,998,67.05,5,376000
Renault Duster,Renault,Duster,8,90000,Individual,Diesel,Manual,19.01,1461,108.45,5,550000
Hyundai Elantra,Hyundai,Elantra,5,27000,Dealer,Diesel,Automatic,19.5,1582,126.24,5,1395000
Ford Figo,Ford,Figo,10,65000,Dealer,Diesel,Manual,20,1399,68,5,335000
Maruti Swift Dzire,Maruti,Swift Dzire,13,112000,Dealer,Diesel,Manual,23.4,1248,74,5,310000
Skoda Rapid,Skoda,Rapid,5,23000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,725000
Mahindra XUV500,Mahindra,XUV500,5,36000,Individual,Diesel,Manual,16,1997,140,7,900000
Maruti Swift Dzire,Maruti,Swift Dzire,2,35000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
BMW Z4,BMW,Z4,10,24000,Dealer,Petrol,Automatic,10.37,2979,306,2,3300000
Maruti Celerio,Maruti,Celerio,2,25202,Dealer,Petrol,Automatic,21.63,998,67.04,5,595000
Honda City,Honda,City,6,80000,Individual,Diesel,Manual,26,1498,98.6,5,550000
Maruti Swift,Maruti,Swift,13,100000,Individual,Diesel,Manual,17.8,1248,75,5,210000
Audi Q7,Audi,Q7,7,95000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2250000
Audi A4,Audi,A4,6,28000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1775000
Honda City,Honda,City,9,57000,Dealer,Petrol,Manual,16.8,1497,116.4,5,415000
Maruti Wagon R,Maruti,Wagon R,9,68000,Dealer,Petrol,Manual,21.79,998,67.05,5,265000
Mahindra XUV500,Mahindra,XUV500,5,37000,Dealer,Diesel,Manual,16,2179,140,7,995000
Skoda Octavia,Skoda,Octavia,3,66850,Dealer,Diesel,Automatic,19.5,1968,141,5,2075000
Honda City,Honda,City,7,68900,Dealer,Diesel,Manual,25.1,1498,98.6,5,655000
Maruti Swift,Maruti,Swift,9,78231,Dealer,Diesel,Manual,22.9,1248,74,5,495000
Volkswagen Polo,Volkswagen,Polo,9,91000,Dealer,Diesel,Manual,22.07,1199,73.9,5,385000
Maruti Swift Dzire,Maruti,Swift Dzire,3,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,300000
Hyundai Grand,Hyundai,Grand,4,33000,Dealer,Petrol,Manual,18.9,1197,81.86,5,435000
Honda Amaze,Honda,Amaze,5,53000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000
Renault Duster,Renault,Duster,5,62000,Individual,Diesel,Manual,19.87,1461,83.8,5,700000
Maruti Vitara,Maruti,Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,945000
Maruti Baleno,Maruti,Baleno,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,480000
Maruti Eeco,Maruti,Eeco,10,93456,Dealer,Petrol,Manual,15.37,1196,73,7,285000
Tata Tiago,Tata,Tiago,5,31000,Dealer,Petrol,Manual,23.84,1199,84,5,365000
Ford Figo,Ford,Figo,9,151000,Individual,Diesel,Manual,20,1399,68,5,251000
Maruti Wagon R,Maruti,Wagon R,9,68000,Dealer,CNG,Manual,26.2,998,58.2,5,315000
Ford Aspire,Ford,Aspire,4,70000,Individual,Diesel,Manual,25.83,1498,99,5,500000
BMW 6,BMW,6,2,9000,Dealer,Diesel,Automatic,17.09,2993,261.4,4,6500000
Hyundai Verna,Hyundai,Verna,3,30000,Dealer,Petrol,Manual,17,1591,121.3,5,915000
Mahindra Scorpio,Mahindra,Scorpio,11,93000,Dealer,Diesel,Manual,10.5,2179,120,8,475000
Toyota Innova,Toyota,Innova,3,29000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1775000
Mahindra Marazzo,Mahindra,Marazzo,3,38000,Individual,Diesel,Manual,17.3,1497,121,8,1100000
Maruti Celerio,Maruti,Celerio,2,15230,Dealer,Petrol,Manual,21.63,998,67.05,5,475000
Maruti Alto,Maruti,Alto,15,121153,Dealer,Petrol,Manual,19.7,796,46.3,5,100000
Skoda Rapid,Skoda,Rapid,8,40000,Individual,Diesel,Manual,20.5,1598,103.5,5,500000
Maruti Vitara,Maruti,Vitara,5,50000,Dealer,Diesel,Manual,24.3,1248,88.5,5,800000
Toyota Fortuner,Toyota,Fortuner,3,96644,Dealer,Diesel,Automatic,15.04,2755,174.5,7,3175000
Land Rover Rover,Land Rover,Rover,9,158648,Dealer,Diesel,Automatic,11.49,4367,335.3,5,4000000
Renault KWID,Renault,KWID,2,8500,Dealer,Petrol,Automatic,24.04,999,67,5,425000
Maruti Celerio,Maruti,Celerio,6,35000,Dealer,Petrol,Automatic,23.1,998,67.04,5,460000
Toyota Fortuner,Toyota,Fortuner,9,75000,Dealer,Diesel,Automatic,12.55,2982,168.7,7,1175000
Maruti Ertiga,Maruti,Ertiga,8,74000,Dealer,Diesel,Manual,20.77,1248,88.8,7,730000
Maruti Swift,Maruti,Swift,4,19072,Dealer,Petrol,Manual,22,1197,81.8,5,499000
Hyundai i10,Hyundai,i10,13,90000,Individual,Petrol,Manual,20.36,1197,78.9,5,240000
Maruti Ertiga,Maruti,Ertiga,9,48475,Dealer,Diesel,Manual,20.77,1248,88.8,7,675000
Ford Ecosport,Ford,Ecosport,8,50000,Dealer,Petrol,Automatic,16.5,1499,110,5,535000
Hyundai i10,Hyundai,i10,10,82000,Dealer,Petrol,Manual,20.36,1197,78.9,5,375000
Jaguar XF,Jaguar,XF,4,7600,Dealer,Diesel,Automatic,19.33,1999,177,5,3500000
Hyundai i20,Hyundai,i20,5,34000,Dealer,Diesel,Manual,21.19,1396,88.73,5,725000
Maruti Ertiga,Maruti,Ertiga,7,55392,Dealer,CNG,Manual,22.8,1373,80.9,7,650000
Maruti Celerio,Maruti,Celerio,5,30000,Individual,Petrol,Automatic,23.1,998,67.04,5,500000
Hyundai i10,Hyundai,i10,12,50000,Individual,Petrol,Manual,20.36,1197,78.9,5,200000
Mahindra XUV500,Mahindra,XUV500,5,38988,Dealer,Diesel,Manual,16,2179,140,7,1199000
Ford Ecosport,Ford,Ecosport,4,36600,Individual,Diesel,Manual,22.77,1498,98.59,5,750000
Honda Amaze,Honda,Amaze,3,43772,Dealer,Diesel,Manual,25.8,1498,98.6,5,860000
Maruti Baleno,Maruti,Baleno,5,55368,Dealer,Diesel,Manual,27.39,1248,74,5,690000
Volkswagen Polo,Volkswagen,Polo,8,35000,Individual,Diesel,Manual,19.7,1598,103.6,5,380000
Hyundai Grand,Hyundai,Grand,6,50000,Individual,Diesel,Manual,24,1120,70,5,345000
Maruti Wagon R,Maruti,Wagon R,8,57000,Dealer,Petrol,Manual,21.79,998,67.05,5,235000
Mahindra KUV,Mahindra,KUV,4,30000,Individual,Petrol,Manual,18.15,1198,82,5,400000
Maruti Ertiga,Maruti,Ertiga,8,74840,Dealer,Diesel,Manual,20.77,1248,88.8,7,630000
Maruti Vitara,Maruti,Vitara,5,120000,Individual,Diesel,Manual,24.3,1248,88.5,5,664000
Honda WR-V,Honda,WR-V,4,15200,Dealer,Petrol,Manual,17.5,1199,88.7,5,781000
Maruti Swift,Maruti,Swift,6,70000,Individual,Petrol,Manual,20.4,1197,81.8,5,428000
Maruti Swift,Maruti,Swift,6,82000,Dealer,Diesel,Manual,28.4,1248,74,5,555000
Maruti Celerio,Maruti,Celerio,4,15996,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000
Hyundai i20,Hyundai,i20,2,25000,Individual,Petrol,Manual,18.6,1197,81.86,5,770000
Maruti Wagon R,Maruti,Wagon R,17,48500,Dealer,Petrol,Manual,18.9,998,67.1,5,110000
Toyota Innova,Toyota,Innova,4,44000,Individual,Diesel,Manual,13.68,2393,147.8,7,2100000
Volkswagen Vento,Volkswagen,Vento,6,44300,Dealer,Petrol,Automatic,16.93,1197,103.2,5,625000
Maruti Swift Dzire,Maruti,Swift Dzire,6,28375,Dealer,Diesel,Manual,26.59,1248,74,5,475000
Maruti Swift Dzire,Maruti,Swift Dzire,9,29548,Dealer,Petrol,Manual,17.5,1298,85.8,5,330000
Renault KWID,Renault,KWID,2,15000,Individual,Petrol,Manual,23.01,999,67,5,400000
Maruti Wagon R,Maruti,Wagon R,5,39000,Individual,Petrol,Automatic,20.51,998,67,5,395000
BMW 5,BMW,5,6,52000,Dealer,Diesel,Automatic,18.12,1995,190,5,1850000
Maruti Vitara,Maruti,Vitara,5,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,680000
Skoda Superb,Skoda,Superb,11,72000,Dealer,Petrol,Automatic,9.3,2771,193.1,5,385000
Hyundai i10,Hyundai,i10,5,59265,Dealer,Petrol,Manual,19.81,1086,68.05,5,350000
Maruti Wagon R,Maruti,Wagon R,13,44000,Dealer,Petrol,Manual,18.9,1061,67,5,165000
Maruti Swift Dzire,Maruti,Swift Dzire,5,40000,Dealer,Diesel,Manual,19.3,1248,73.9,5,675000
Maruti Swift,Maruti,Swift,5,70000,Dealer,Petrol,Manual,22,1197,81.8,5,525000
Maruti Swift,Maruti,Swift,4,58000,Dealer,Diesel,Manual,25.2,1248,74,5,625000
Hyundai i20,Hyundai,i20,4,9653,Dealer,Petrol,Manual,18.6,1197,81.83,5,560000
Maruti Alto,Maruti,Alto,5,31000,Dealer,CNG,Manual,32.26,998,58.2,4,325000
Hyundai i20,Hyundai,i20,10,30680,Dealer,Diesel,Manual,23,1396,90,5,318000
Maruti Celerio,Maruti,Celerio,3,20067,Trustmark Dealer,Petrol,Manual,21.63,998,67.04,5,410000
Maruti Swift,Maruti,Swift,6,82250,Dealer,Diesel,Manual,28.4,1248,74,5,525000
Hyundai Grand,Hyundai,Grand,6,49000,Dealer,Petrol,Automatic,18.9,1197,82,5,490000
Maruti Swift Dzire,Maruti,Swift Dzire,4,58000,Dealer,Petrol,Manual,20.85,1197,83.14,5,725000
BMW X3,BMW,X3,1,34000,Dealer,Diesel,Automatic,18.56,1995,190,5,3500000
Toyota Innova,Toyota,Innova,2,19000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1900000
Hyundai Grand,Hyundai,Grand,4,48000,Dealer,Petrol,Manual,18.9,1197,81.86,5,550000
Maruti Swift Dzire,Maruti,Swift Dzire,4,28221,Dealer,Petrol,Manual,22,1197,81.8,5,680000
Hyundai i20,Hyundai,i20,9,84000,Dealer,Diesel,Manual,23,1396,90,5,360000
Honda Amaze,Honda,Amaze,2,20000,Dealer,Petrol,Manual,19.5,1199,88.76,5,825000
Hyundai i10,Hyundai,i10,12,81000,Dealer,Petrol,Manual,19.81,1086,68.05,5,190000
Maruti Swift Dzire,Maruti,Swift Dzire,11,70000,Individual,Diesel,Manual,19.3,1248,73.9,5,325000
Maruti Alto,Maruti,Alto,8,13000,Dealer,Petrol,Manual,20.92,998,67.1,5,215000
Honda City,Honda,City,6,80000,Individual,Diesel,Manual,26,1498,98.6,5,760000
Hyundai i10,Hyundai,i10,9,47000,Dealer,Petrol,Automatic,19.2,1197,80,5,395000
Skoda Octavia,Skoda,Octavia,7,106380,Individual,Diesel,Manual,20.6,1968,141,5,750000
Maruti Baleno,Maruti,Baleno,5,23000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,650000
Ford Figo,Ford,Figo,5,55000,Dealer,Diesel,Manual,25.83,1498,99,5,575000
Maruti Alto,Maruti,Alto,6,52000,Dealer,Petrol,Manual,22.74,796,47.3,5,320000
Hyundai Verna,Hyundai,Verna,3,35512,Dealer,Diesel,Manual,22.32,1582,126.3,5,885000
Honda City,Honda,City,5,49000,Dealer,Petrol,Manual,17.8,1497,117.3,5,645000
Maruti Eeco,Maruti,Eeco,10,58000,Dealer,CNG,Manual,20.88,1196,61.7,5,295000
Maruti Celerio,Maruti,Celerio,4,60000,Dealer,Petrol,Automatic,23.1,998,67.04,5,530000
Maruti Baleno,Maruti,Baleno,2,30000,Individual,Petrol,Manual,21.4,1197,83.1,5,675000
Toyota Innova,Toyota,Innova,12,126950,Dealer,Diesel,Manual,12.8,2494,102,7,775000
Skoda Octavia,Skoda,Octavia,7,40000,Dealer,Diesel,Automatic,19.3,1968,141,5,915000
Maruti Vitara,Maruti,Vitara,3,20900,Dealer,Diesel,Automatic,24.3,1248,88.5,5,995000
Hyundai i20,Hyundai,i20,4,54000,Dealer,Petrol,Manual,18.6,1197,81.83,5,730000
Volkswagen Polo,Volkswagen,Polo,9,65000,Dealer,Diesel,Manual,22.07,1199,73.9,5,365000
Maruti Baleno,Maruti,Baleno,3,18000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,760000
BMW 7,BMW,7,11,64000,Dealer,Petrol,Automatic,8.77,4395,402,5,1499000
Maruti Vitara,Maruti,Vitara,3,60000,Individual,Diesel,Automatic,24.3,1248,88.5,5,1050000
Maruti Swift Dzire,Maruti,Swift Dzire,7,76000,Dealer,Diesel,Manual,23.4,1248,74,5,540000
Renault KWID,Renault,KWID,3,35000,Dealer,Petrol,Automatic,24.04,999,67,5,375000
Hyundai Grand,Hyundai,Grand,6,52627,Dealer,Diesel,Manual,24,1120,70,5,370000
Maruti Alto,Maruti,Alto,4,100000,Individual,Petrol,Manual,24.7,796,47.3,5,310000
Tata Nexon,Tata,Nexon,2,24000,Dealer,Diesel,Manual,21.5,1497,108.5,5,900000
Maruti Celerio,Maruti,Celerio,6,51118,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000
Maruti Ertiga,Maruti,Ertiga,9,67000,Dealer,Diesel,Manual,20.77,1248,88.76,7,585000
Ford Freestyle,Ford,Freestyle,3,25000,Individual,Petrol,Manual,19,1194,94.68,5,650000
Datsun RediGO,Datsun,RediGO,5,38400,Dealer,Petrol,Manual,22.7,799,53.64,5,295000
Hyundai i10,Hyundai,i10,10,55845,Dealer,Petrol,Manual,20.36,1197,78.9,5,350000
Hyundai Verna,Hyundai,Verna,10,65000,Dealer,Diesel,Manual,22.32,1582,126.32,5,445000
Honda City,Honda,City,9,36905,Dealer,Petrol,Manual,17,1497,118,5,585000
Datsun RediGO,Datsun,RediGO,5,30000,Individual,Petrol,Manual,22.7,799,53.64,5,170000
BMW X1,BMW,X1,4,40800,Dealer,Diesel,Automatic,17.05,1995,184,5,2700000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,7,35000,Dealer,Petrol,Automatic,13,2987,210,5,2575000
Maruti Ertiga,Maruti,Ertiga,4,80000,Individual,Diesel,Manual,24.52,1248,88.5,7,725000
Honda Amaze,Honda,Amaze,3,11297,Dealer,Diesel,Manual,24.7,1498,98.63,5,720000
Honda Amaze,Honda,Amaze,5,70000,Individual,Petrol,Manual,18,1198,86.7,5,550000
Maruti Baleno,Maruti,Baleno,4,25565,Individual,Petrol,Manual,21.4,1197,83.1,5,610000
Toyota Innova,Toyota,Innova,6,120000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1450000
Hyundai Verna,Hyundai,Verna,5,23000,Dealer,Petrol,Manual,17.01,1591,121.3,5,625000
Ford Figo,Ford,Figo,6,110000,Individual,Diesel,Manual,20,1399,68.05,5,380000
Skoda Rapid,Skoda,Rapid,9,155000,Dealer,Diesel,Manual,21.14,1498,103.52,5,340000
Maruti Swift Dzire,Maruti,Swift Dzire,9,100000,Individual,Petrol,Manual,19.1,1197,85.8,5,300000
Mahindra XUV500,Mahindra,XUV500,9,73615,Dealer,Diesel,Manual,15.1,2179,140,7,625000
BMW 5,BMW,5,5,35000,Individual,Diesel,Automatic,18.12,1995,190,5,3750000
BMW 3,BMW,3,5,55202,Dealer,Diesel,Automatic,18.88,1995,184,5,2900000
Maruti Celerio,Maruti,Celerio,5,22169,Dealer,Petrol,Automatic,23.1,998,67.04,5,490000
Hyundai Verna,Hyundai,Verna,7,40000,Individual,Diesel,Manual,22.32,1582,126.3,5,525000
Hyundai Verna,Hyundai,Verna,9,42981,Dealer,Diesel,Automatic,22.32,1582,126.32,5,495000
Tata Hexa,Tata,Hexa,3,36000,Individual,Diesel,Manual,17.6,2179,153.86,7,1600000
Ford Aspire,Ford,Aspire,2,40000,Individual,Diesel,Manual,26.1,1498,99.23,5,650000
Maruti Wagon R,Maruti,Wagon R,4,70000,Individual,Petrol,Automatic,20.51,998,67,5,400000
Maruti Swift,Maruti,Swift,8,90000,Individual,Diesel,Manual,22.9,1248,74,5,430000
Hyundai i20,Hyundai,i20,6,120000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000
Honda Jazz,Honda,Jazz,6,70100,Dealer,Diesel,Manual,27.3,1498,98.6,5,595000
Lexus ES,Lexus,ES,3,28000,Dealer,Petrol,Automatic,22.37,2487,214.56,5,3990000
Maruti Ertiga,Maruti,Ertiga,6,40000,Dealer,Petrol,Manual,19.34,1462,103,7,675000
Maruti Ciaz,Maruti,Ciaz,5,52000,Dealer,Petrol,Manual,20.73,1373,91.1,5,650000
Ford Ecosport,Ford,Ecosport,5,82706,Dealer,Diesel,Manual,22.77,1498,98.59,5,875000
Maruti Swift,Maruti,Swift,4,83000,Individual,Diesel,Manual,25.2,1248,74,5,630000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,48900,Dealer,Diesel,Automatic,14.84,2143,170,5,1395000
Mahindra XUV500,Mahindra,XUV500,3,20306,Dealer,Diesel,Automatic,15.1,2179,152.87,7,1899000
Hyundai i10,Hyundai,i10,9,43940,Individual,Petrol,Manual,19.81,1086,68.05,5,245000
Hyundai Grand,Hyundai,Grand,4,140000,Individual,Petrol,Manual,18.9,1197,81.86,5,380000
Jeep Compass,Jeep,Compass,2,30000,Individual,Petrol,Automatic,16,1368,160,5,1600000
Renault Duster,Renault,Duster,6,93292,Dealer,Diesel,Manual,19.64,1461,108.45,5,690000
Hyundai i10,Hyundai,i10,11,60000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,375000
BMW 5,BMW,5,6,65000,Dealer,Diesel,Automatic,14.69,2993,258,5,2600000
Maruti Ertiga,Maruti,Ertiga,7,77000,Dealer,Diesel,Manual,20.77,1248,88.76,7,640000
Maruti Ignis,Maruti,Ignis,4,35000,Dealer,Petrol,Manual,20.89,1197,81.8,5,575000
Renault Duster,Renault,Duster,9,68000,Dealer,Diesel,Manual,19.01,1461,108.45,5,375000
Honda City,Honda,City,3,40000,Dealer,Petrol,Manual,17.4,1497,117.6,5,850000
Maruti Swift Dzire,Maruti,Swift Dzire,5,80000,Dealer,Petrol,Manual,20.85,1197,83.14,5,450000
Maruti Swift Dzire,Maruti,Swift Dzire,4,8000,Dealer,Petrol,Manual,22,1197,81.8,5,645000
Maruti Ciaz,Maruti,Ciaz,4,26000,Dealer,Petrol,Manual,20.73,1373,91.1,5,775000
Maruti Baleno,Maruti,Baleno,5,42700,Dealer,Petrol,Manual,21.4,1197,83.1,5,610000
Land Rover Rover,Land Rover,Rover,7,52000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,2400000
Honda Jazz,Honda,Jazz,5,30000,Individual,Petrol,Manual,18.7,1199,88.7,5,600000
Maruti Ertiga,Maruti,Ertiga,6,72000,Individual,Diesel,Manual,20.77,1248,88.8,7,786000
Volkswagen Polo,Volkswagen,Polo,6,70000,Individual,Diesel,Manual,20.14,1498,88.8,5,425000
Mahindra Bolero,Mahindra,Bolero,2,37000,Dealer,Diesel,Manual,16.5,1493,70,7,950000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,11,50000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,1751000
Mahindra XUV500,Mahindra,XUV500,5,99110,Dealer,Diesel,Automatic,16,2179,140,7,1180000
Ford Aspire,Ford,Aspire,5,53500,Individual,Diesel,Manual,25.83,1498,99,5,575000
